
==> Starting time is t1: 1515285788, Sat Jan  6 16:43:08 PST 2018 

2018-01-06T16:43:08.046-0800	connected to: localhost
2018-01-06T19:46:29.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (48.9%)
2018-01-06T19:46:32.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (48.9%)
2018-01-06T19:46:35.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:38.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:41.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:44.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:47.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:50.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:53.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:56.044-0800	[###########.............] jagdb.xaa700m_row	21.7GB/44.3GB (49.0%)
2018-01-06T19:46:59.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:02.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:05.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:08.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:11.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:14.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:17.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:20.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.1%)
2018-01-06T19:47:23.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.2%)
2018-01-06T19:47:26.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.2%)
2018-01-06T19:47:29.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.2%)
2018-01-06T19:47:32.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.2%)
2018-01-06T19:47:35.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.2%)
2018-01-06T19:47:38.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.2%)
2018-01-06T19:47:41.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.2%)
2018-01-06T19:47:44.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.3%)
2018-01-06T19:47:47.044-0800	[###########.............] jagdb.xaa700m_row	21.8GB/44.3GB (49.3%)
2018-01-06T19:47:50.045-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.3%)
2018-01-06T19:47:53.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.3%)
2018-01-06T19:47:56.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.3%)
2018-01-06T19:47:59.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.3%)
2018-01-06T19:48:02.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.3%)
2018-01-06T19:48:05.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:08.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:11.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:14.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:17.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:20.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:23.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:26.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.4%)
2018-01-06T19:48:29.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.5%)
2018-01-06T19:48:32.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.5%)
2018-01-06T19:48:35.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.5%)
2018-01-06T19:48:38.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.5%)
2018-01-06T19:48:41.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.5%)
2018-01-06T19:48:44.044-0800	[###########.............] jagdb.xaa700m_row	21.9GB/44.3GB (49.5%)
2018-01-06T19:48:47.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.5%)
2018-01-06T19:48:50.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:48:53.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:48:56.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:48:59.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:49:02.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:49:05.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:49:08.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:49:11.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.6%)
2018-01-06T19:49:14.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.7%)
2018-01-06T19:49:17.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.7%)
2018-01-06T19:49:20.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.7%)
2018-01-06T19:49:23.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.7%)
2018-01-06T19:49:26.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.7%)
2018-01-06T19:49:29.044-0800	[###########.............] jagdb.xaa700m_row	22.0GB/44.3GB (49.7%)
2018-01-06T19:49:32.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.7%)
2018-01-06T19:49:35.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.7%)
2018-01-06T19:49:38.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.8%)
2018-01-06T19:49:41.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.8%)
2018-01-06T19:49:44.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.8%)
2018-01-06T19:49:47.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.8%)
2018-01-06T19:49:50.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.8%)
2018-01-06T19:49:53.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.8%)
2018-01-06T19:49:56.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.8%)
2018-01-06T19:49:59.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.9%)
2018-01-06T19:50:02.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.9%)
2018-01-06T19:50:05.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.9%)
2018-01-06T19:50:08.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.9%)
2018-01-06T19:50:11.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.9%)
2018-01-06T19:50:14.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.9%)
2018-01-06T19:50:17.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (49.9%)
2018-01-06T19:50:20.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (50.0%)
2018-01-06T19:50:23.044-0800	[###########.............] jagdb.xaa700m_row	22.1GB/44.3GB (50.0%)
2018-01-06T19:50:26.044-0800	[###########.............] jagdb.xaa700m_row	22.2GB/44.3GB (50.0%)
2018-01-06T19:50:29.044-0800	[###########.............] jagdb.xaa700m_row	22.2GB/44.3GB (50.0%)
2018-01-06T19:50:32.044-0800	[###########.............] jagdb.xaa700m_row	22.2GB/44.3GB (50.0%)
2018-01-06T19:50:35.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.0%)
2018-01-06T19:50:38.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.0%)
2018-01-06T19:50:41.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.0%)
2018-01-06T19:50:44.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.1%)
2018-01-06T19:50:47.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.1%)
2018-01-06T19:50:50.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.1%)
2018-01-06T19:50:53.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.1%)
2018-01-06T19:50:56.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.1%)
2018-01-06T19:50:59.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.1%)
2018-01-06T19:51:02.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.1%)
2018-01-06T19:51:05.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.2%)
2018-01-06T19:51:08.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.2%)
2018-01-06T19:51:11.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.2%)
2018-01-06T19:51:14.044-0800	[############............] jagdb.xaa700m_row	22.2GB/44.3GB (50.2%)
2018-01-06T19:51:17.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.2%)
2018-01-06T19:51:20.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.2%)
2018-01-06T19:51:23.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.2%)
2018-01-06T19:51:26.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.2%)
2018-01-06T19:51:29.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:32.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:35.045-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:38.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:41.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:44.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:47.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:50.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.3%)
2018-01-06T19:51:53.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.4%)
2018-01-06T19:51:56.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.4%)
2018-01-06T19:51:59.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.4%)
2018-01-06T19:52:02.044-0800	[############............] jagdb.xaa700m_row	22.3GB/44.3GB (50.4%)
2018-01-06T19:52:05.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.4%)
2018-01-06T19:52:08.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.4%)
2018-01-06T19:52:11.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.4%)
2018-01-06T19:52:14.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.5%)
2018-01-06T19:52:17.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.5%)
2018-01-06T19:52:20.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.5%)
2018-01-06T19:52:23.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.5%)
2018-01-06T19:52:26.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.5%)
2018-01-06T19:52:29.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.5%)
2018-01-06T19:52:32.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.5%)
2018-01-06T19:52:35.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:38.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:41.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:44.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:47.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:50.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:53.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:56.044-0800	[############............] jagdb.xaa700m_row	22.4GB/44.3GB (50.6%)
2018-01-06T19:52:59.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.7%)
2018-01-06T19:53:02.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.7%)
2018-01-06T19:53:05.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.7%)
2018-01-06T19:53:08.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.7%)
2018-01-06T19:53:11.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.7%)
2018-01-06T19:53:14.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.7%)
2018-01-06T19:53:17.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.7%)
2018-01-06T19:53:20.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:23.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:26.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:29.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:32.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:35.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:38.045-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:41.044-0800	[############............] jagdb.xaa700m_row	22.5GB/44.3GB (50.8%)
2018-01-06T19:53:44.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:53:47.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:53:50.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:53:53.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:53:56.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:53:59.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:54:02.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:54:05.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (50.9%)
2018-01-06T19:54:08.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.0%)
2018-01-06T19:54:11.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.0%)
2018-01-06T19:54:14.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.0%)
2018-01-06T19:54:17.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.0%)
2018-01-06T19:54:20.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.0%)
2018-01-06T19:54:23.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.0%)
2018-01-06T19:54:26.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.0%)
2018-01-06T19:54:29.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.1%)
2018-01-06T19:54:32.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.1%)
2018-01-06T19:54:35.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.1%)
2018-01-06T19:54:38.044-0800	[############............] jagdb.xaa700m_row	22.6GB/44.3GB (51.1%)
2018-01-06T19:54:41.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.1%)
2018-01-06T19:54:44.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.1%)
2018-01-06T19:54:47.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.1%)
2018-01-06T19:54:50.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:54:53.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:54:56.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:54:59.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:55:02.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:55:05.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:55:08.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:55:11.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.2%)
2018-01-06T19:55:14.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.3%)
2018-01-06T19:55:17.045-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.3%)
2018-01-06T19:55:20.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.3%)
2018-01-06T19:55:23.044-0800	[############............] jagdb.xaa700m_row	22.7GB/44.3GB (51.3%)
2018-01-06T19:55:26.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.3%)
2018-01-06T19:55:29.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.3%)
2018-01-06T19:55:32.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.3%)
2018-01-06T19:55:35.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:38.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:41.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:44.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:47.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:50.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:53.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:56.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.4%)
2018-01-06T19:55:59.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.5%)
2018-01-06T19:56:02.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.5%)
2018-01-06T19:56:05.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.5%)
2018-01-06T19:56:08.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.5%)
2018-01-06T19:56:11.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.5%)
2018-01-06T19:56:14.044-0800	[############............] jagdb.xaa700m_row	22.8GB/44.3GB (51.5%)
2018-01-06T19:56:17.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.5%)
2018-01-06T19:56:20.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:23.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:26.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:29.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:32.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:35.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:38.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:41.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.6%)
2018-01-06T19:56:44.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.7%)
2018-01-06T19:56:47.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.7%)
2018-01-06T19:56:50.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.7%)
2018-01-06T19:56:53.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.7%)
2018-01-06T19:56:56.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.7%)
2018-01-06T19:56:59.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.7%)
2018-01-06T19:57:02.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.7%)
2018-01-06T19:57:05.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.8%)
2018-01-06T19:57:08.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.8%)
2018-01-06T19:57:11.044-0800	[############............] jagdb.xaa700m_row	22.9GB/44.3GB (51.8%)
2018-01-06T19:57:14.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.8%)
2018-01-06T19:57:17.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.8%)
2018-01-06T19:57:20.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.8%)
2018-01-06T19:57:23.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.8%)
2018-01-06T19:57:26.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.8%)
2018-01-06T19:57:29.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.9%)
2018-01-06T19:57:32.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.9%)
2018-01-06T19:57:35.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.9%)
2018-01-06T19:57:38.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.9%)
2018-01-06T19:57:41.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.9%)
2018-01-06T19:57:44.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.9%)
2018-01-06T19:57:47.045-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (51.9%)
2018-01-06T19:57:50.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (52.0%)
2018-01-06T19:57:53.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (52.0%)
2018-01-06T19:57:56.044-0800	[############............] jagdb.xaa700m_row	23.0GB/44.3GB (52.0%)
2018-01-06T19:57:59.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.0%)
2018-01-06T19:58:02.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.0%)
2018-01-06T19:58:05.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.0%)
2018-01-06T19:58:08.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.0%)
2018-01-06T19:58:11.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.0%)
2018-01-06T19:58:14.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.1%)
2018-01-06T19:58:17.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.1%)
2018-01-06T19:58:20.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.1%)
2018-01-06T19:58:23.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.1%)
2018-01-06T19:58:26.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.1%)
2018-01-06T19:58:29.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.1%)
2018-01-06T19:58:32.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.1%)
2018-01-06T19:58:35.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.2%)
2018-01-06T19:58:38.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.2%)
2018-01-06T19:58:41.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.2%)
2018-01-06T19:58:44.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.2%)
2018-01-06T19:58:47.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.2%)
2018-01-06T19:58:50.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.2%)
2018-01-06T19:58:53.044-0800	[############............] jagdb.xaa700m_row	23.1GB/44.3GB (52.2%)
2018-01-06T19:58:56.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.2%)
2018-01-06T19:58:59.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:02.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:05.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:08.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:11.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:14.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:17.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:20.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.3%)
2018-01-06T19:59:23.044-0800	[############............] jagdb.xaa700m_row	23.2GB/44.3GB (52.4%)
